Container stores 10000 shapes:
Parallelepiped: a = 9, b = 1, c = 6; Density = 1; SurfaceArea = 138.0
Sphere: r = 27; Density = 10; SurfaceArea = 9160.884177867836
Tetrahedron: a = 18; Density = 30; SurfaceArea = 561.1844616523163
Sphere: r = 20; Density = 25; SurfaceArea = 5026.548245743669
Sphere: r = 29; Density = 26; SurfaceArea = 10568.317686676064
Tetrahedron: a = 18; Density = 9; SurfaceArea = 561.1844616523163
Sphere: r = 18; Density = 18; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 30, b = 7, c = 11; Density = 4; SurfaceArea = 1234.0
Parallelepiped: a = 6, b = 24, c = 16; Density = 10; SurfaceArea = 1248.0
Tetrahedron: a = 19; Density = 9; SurfaceArea = 625.2703415323647
Tetrahedron: a = 2; Density = 13; SurfaceArea = 6.928203230275509
Parallelepiped: a = 18, b = 28, c = 18; Density = 29; SurfaceArea = 2664.0
Tetrahedron: a = 9; Density = 24; SurfaceArea = 140.29611541307906
Tetrahedron: a = 30; Density = 5; SurfaceArea = 1558.8457268119894
Sphere: r = 7; Density = 17; SurfaceArea = 615.7521601035994
Parallelepiped: a = 18, b = 10, c = 20; Density = 20; SurfaceArea = 1480.0
Tetrahedron: a = 8; Density = 7; SurfaceArea = 110.85125168440814
Sphere: r = 7; Density = 30; SurfaceArea = 615.7521601035994
Parallelepiped: a = 11, b = 1, c = 5; Density = 8; SurfaceArea = 142.0
Parallelepiped: a = 30, b = 3, c = 24; Density = 12; SurfaceArea = 1764.0
Sphere: r = 11; Density = 1; SurfaceArea = 1520.53084433746
Tetrahedron: a = 15; Density = 24; SurfaceArea = 389.71143170299734
Sphere: r = 19; Density = 20; SurfaceArea = 4536.459791783661
Tetrahedron: a = 30; Density = 12; SurfaceArea = 1558.8457268119894
Parallelepiped: a = 5, b = 3, c = 17; Density = 10; SurfaceArea = 302.0
Sphere: r = 17; Density = 13; SurfaceArea = 3631.681107549801
Sphere: r = 20; Density = 3; SurfaceArea = 5026.548245743669
Parallelepiped: a = 27, b = 29, c = 22; Density = 20; SurfaceArea = 4030.0
Tetrahedron: a = 17; Density = 18; SurfaceArea = 500.5626833874055
Tetrahedron: a = 23; Density = 7; SurfaceArea = 916.2548772039361
Parallelepiped: a = 27, b = 10, c = 29; Density = 23; SurfaceArea = 2686.0
Parallelepiped: a = 4, b = 8, c = 22; Density = 24; SurfaceArea = 592.0
Tetrahedron: a = 1; Density = 17; SurfaceArea = 1.7320508075688772
Parallelepiped: a = 27, b = 15, c = 21; Density = 12; SurfaceArea = 2574.0
Tetrahedron: a = 17; Density = 25; SurfaceArea = 500.5626833874055
Sphere: r = 20; Density = 9; SurfaceArea = 5026.548245743669
Tetrahedron: a = 3; Density = 27; SurfaceArea = 15.588457268119894
Sphere: r = 25; Density = 18; SurfaceArea = 7853.981633974483
Parallelepiped: a = 29, b = 22, c = 28; Density = 28; SurfaceArea = 4132.0
Tetrahedron: a = 27; Density = 7; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 2, b = 15, c = 29; Density = 7; SurfaceArea = 1046.0
Parallelepiped: a = 15, b = 23, c = 10; Density = 15; SurfaceArea = 1450.0
Sphere: r = 30; Density = 28; SurfaceArea = 11309.733552923255
Sphere: r = 22; Density = 23; SurfaceArea = 6082.12337734984
Tetrahedron: a = 26; Density = 28; SurfaceArea = 1170.866345916561
Sphere: r = 2; Density = 12; SurfaceArea = 50.26548245743669
Tetrahedron: a = 17; Density = 26; SurfaceArea = 500.5626833874055
Parallelepiped: a = 6, b = 2, c = 18; Density = 9; SurfaceArea = 312.0
Parallelepiped: a = 13, b = 6, c = 5; Density = 9; SurfaceArea = 346.0
Tetrahedron: a = 10; Density = 2; SurfaceArea = 173.20508075688772
Tetrahedron: a = 25; Density = 18; SurfaceArea = 1082.5317547305483
Parallelepiped: a = 3, b = 25, c = 27; Density = 11; SurfaceArea = 1662.0
Parallelepiped: a = 22, b = 28, c = 5; Density = 29; SurfaceArea = 1732.0
Sphere: r = 21; Density = 7; SurfaceArea = 5541.769440932395
Parallelepiped: a = 19, b = 1, c = 29; Density = 10; SurfaceArea = 1198.0
Sphere: r = 13; Density = 14; SurfaceArea = 2123.7166338267
Tetrahedron: a = 26; Density = 28; SurfaceArea = 1170.866345916561
Parallelepiped: a = 11, b = 15, c = 3; Density = 22; SurfaceArea = 486.0
Sphere: r = 12; Density = 1; SurfaceArea = 1809.5573684677208
Parallelepiped: a = 2, b = 4, c = 13; Density = 26; SurfaceArea = 172.0
Parallelepiped: a = 27, b = 9, c = 12; Density = 28; SurfaceArea = 1350.0
Parallelepiped: a = 26, b = 17, c = 22; Density = 16; SurfaceArea = 2776.0
Tetrahedron: a = 25; Density = 9; SurfaceArea = 1082.5317547305483
Parallelepiped: a = 16, b = 1, c = 5; Density = 23; SurfaceArea = 202.0
Tetrahedron: a = 20; Density = 15; SurfaceArea = 692.8203230275509
Tetrahedron: a = 11; Density = 16; SurfaceArea = 209.57814771583415
Tetrahedron: a = 21; Density = 9; SurfaceArea = 763.8344061378748
Sphere: r = 22; Density = 2; SurfaceArea = 6082.12337734984
Sphere: r = 12; Density = 23; SurfaceArea = 1809.5573684677208
Parallelepiped: a = 6, b = 11, c = 26; Density = 22; SurfaceArea = 1016.0
Parallelepiped: a = 22, b = 16, c = 14; Density = 1; SurfaceArea = 1768.0
Tetrahedron: a = 11; Density = 18; SurfaceArea = 209.57814771583415
Sphere: r = 25; Density = 29; SurfaceArea = 7853.981633974483
Sphere: r = 2; Density = 19; SurfaceArea = 50.26548245743669
Tetrahedron: a = 11; Density = 28; SurfaceArea = 209.57814771583415
Sphere: r = 17; Density = 14; SurfaceArea = 3631.681107549801
Sphere: r = 15; Density = 20; SurfaceArea = 2827.4333882308138
Tetrahedron: a = 8; Density = 13; SurfaceArea = 110.85125168440814
Parallelepiped: a = 2, b = 10, c = 30; Density = 20; SurfaceArea = 760.0
Parallelepiped: a = 19, b = 12, c = 23; Density = 27; SurfaceArea = 1882.0
Tetrahedron: a = 26; Density = 2; SurfaceArea = 1170.866345916561
Tetrahedron: a = 10; Density = 24; SurfaceArea = 173.20508075688772
Parallelepiped: a = 24, b = 14, c = 5; Density = 4; SurfaceArea = 1052.0
Parallelepiped: a = 19, b = 1, c = 18; Density = 16; SurfaceArea = 758.0
Sphere: r = 30; Density = 30; SurfaceArea = 11309.733552923255
Parallelepiped: a = 9, b = 3, c = 13; Density = 30; SurfaceArea = 366.0
Sphere: r = 9; Density = 9; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 18; Density = 21; SurfaceArea = 561.1844616523163
Tetrahedron: a = 18; Density = 28; SurfaceArea = 561.1844616523163
Tetrahedron: a = 5; Density = 20; SurfaceArea = 43.30127018922193
Parallelepiped: a = 5, b = 28, c = 18; Density = 6; SurfaceArea = 1468.0
Tetrahedron: a = 3; Density = 3; SurfaceArea = 15.588457268119894
Parallelepiped: a = 24, b = 13, c = 28; Density = 23; SurfaceArea = 2696.0
Sphere: r = 16; Density = 22; SurfaceArea = 3216.990877275948
Tetrahedron: a = 29; Density = 25; SurfaceArea = 1456.6547291654258
Tetrahedron: a = 7; Density = 7; SurfaceArea = 84.87048957087498
Parallelepiped: a = 7, b = 10, c = 17; Density = 28; SurfaceArea = 718.0
Parallelepiped: a = 9, b = 8, c = 18; Density = 18; SurfaceArea = 756.0
Sphere: r = 12; Density = 27; SurfaceArea = 1809.5573684677208
Sphere: r = 7; Density = 20; SurfaceArea = 615.7521601035994
Parallelepiped: a = 21, b = 6, c = 12; Density = 28; SurfaceArea = 900.0
Tetrahedron: a = 10; Density = 30; SurfaceArea = 173.20508075688772
Tetrahedron: a = 8; Density = 21; SurfaceArea = 110.85125168440814
Tetrahedron: a = 13; Density = 25; SurfaceArea = 292.71658647914023
Sphere: r = 25; Density = 18; SurfaceArea = 7853.981633974483
Parallelepiped: a = 17, b = 30, c = 24; Density = 5; SurfaceArea = 3276.0
Sphere: r = 9; Density = 8; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 11; Density = 2; SurfaceArea = 209.57814771583415
Tetrahedron: a = 10; Density = 27; SurfaceArea = 173.20508075688772
Sphere: r = 23; Density = 24; SurfaceArea = 6647.610054996002
Tetrahedron: a = 19; Density = 24; SurfaceArea = 625.2703415323647
Tetrahedron: a = 20; Density = 28; SurfaceArea = 692.8203230275509
Tetrahedron: a = 30; Density = 4; SurfaceArea = 1558.8457268119894
Parallelepiped: a = 4, b = 27, c = 18; Density = 3; SurfaceArea = 1332.0
Tetrahedron: a = 25; Density = 13; SurfaceArea = 1082.5317547305483
Sphere: r = 24; Density = 14; SurfaceArea = 7238.229473870883
Parallelepiped: a = 13, b = 28, c = 1; Density = 4; SurfaceArea = 810.0
Tetrahedron: a = 29; Density = 24; SurfaceArea = 1456.6547291654258
Parallelepiped: a = 8, b = 30, c = 1; Density = 29; SurfaceArea = 556.0
Sphere: r = 10; Density = 2; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 8, b = 22, c = 26; Density = 16; SurfaceArea = 1912.0
Sphere: r = 8; Density = 9; SurfaceArea = 804.247719318987
Parallelepiped: a = 12, b = 30, c = 18; Density = 17; SurfaceArea = 2232.0
Sphere: r = 19; Density = 14; SurfaceArea = 4536.459791783661
Sphere: r = 17; Density = 28; SurfaceArea = 3631.681107549801
Tetrahedron: a = 22; Density = 15; SurfaceArea = 838.3125908633366
Parallelepiped: a = 29, b = 29, c = 1; Density = 19; SurfaceArea = 1798.0
Sphere: r = 14; Density = 15; SurfaceArea = 2463.0086404143976
Sphere: r = 25; Density = 27; SurfaceArea = 7853.981633974483
Sphere: r = 29; Density = 28; SurfaceArea = 10568.317686676064
Parallelepiped: a = 9, b = 5, c = 9; Density = 28; SurfaceArea = 342.0
Parallelepiped: a = 20, b = 3, c = 14; Density = 21; SurfaceArea = 764.0
Tetrahedron: a = 17; Density = 1; SurfaceArea = 500.5626833874055
Parallelepiped: a = 24, b = 22, c = 6; Density = 3; SurfaceArea = 1608.0
Sphere: r = 15; Density = 14; SurfaceArea = 2827.4333882308138
Sphere: r = 26; Density = 9; SurfaceArea = 8494.8665353068
Parallelepiped: a = 19, b = 4, c = 2; Density = 27; SurfaceArea = 244.0
Parallelepiped: a = 14, b = 10, c = 13; Density = 15; SurfaceArea = 904.0
Sphere: r = 29; Density = 2; SurfaceArea = 10568.317686676064
Parallelepiped: a = 21, b = 10, c = 1; Density = 11; SurfaceArea = 482.0
Parallelepiped: a = 30, b = 8, c = 12; Density = 1; SurfaceArea = 1392.0
Tetrahedron: a = 4; Density = 24; SurfaceArea = 27.712812921102035
Sphere: r = 20; Density = 26; SurfaceArea = 5026.548245743669
Sphere: r = 11; Density = 2; SurfaceArea = 1520.53084433746
Sphere: r = 29; Density = 6; SurfaceArea = 10568.317686676064
Sphere: r = 26; Density = 14; SurfaceArea = 8494.8665353068
Tetrahedron: a = 17; Density = 30; SurfaceArea = 500.5626833874055
Sphere: r = 2; Density = 5; SurfaceArea = 50.26548245743669
Sphere: r = 3; Density = 15; SurfaceArea = 113.09733552923255
Tetrahedron: a = 15; Density = 24; SurfaceArea = 389.71143170299734
Tetrahedron: a = 25; Density = 5; SurfaceArea = 1082.5317547305483
Sphere: r = 17; Density = 5; SurfaceArea = 3631.681107549801
Tetrahedron: a = 12; Density = 28; SurfaceArea = 249.4153162899183
Parallelepiped: a = 27, b = 7, c = 16; Density = 3; SurfaceArea = 1466.0
Tetrahedron: a = 18; Density = 9; SurfaceArea = 561.1844616523163
Parallelepiped: a = 9, b = 8, c = 8; Density = 23; SurfaceArea = 416.0
Parallelepiped: a = 7, b = 9, c = 4; Density = 28; SurfaceArea = 254.0
Tetrahedron: a = 15; Density = 19; SurfaceArea = 389.71143170299734
Parallelepiped: a = 11, b = 11, c = 12; Density = 28; SurfaceArea = 770.0
Tetrahedron: a = 8; Density = 26; SurfaceArea = 110.85125168440814
Tetrahedron: a = 9; Density = 27; SurfaceArea = 140.29611541307906
Sphere: r = 9; Density = 23; SurfaceArea = 1017.8760197630929
Sphere: r = 16; Density = 12; SurfaceArea = 3216.990877275948
Tetrahedron: a = 4; Density = 15; SurfaceArea = 27.712812921102035
Tetrahedron: a = 20; Density = 18; SurfaceArea = 692.8203230275509
Sphere: r = 3; Density = 23; SurfaceArea = 113.09733552923255
Sphere: r = 30; Density = 25; SurfaceArea = 11309.733552923255
Tetrahedron: a = 4; Density = 19; SurfaceArea = 27.712812921102035
Parallelepiped: a = 6, b = 5, c = 16; Density = 21; SurfaceArea = 412.0
Sphere: r = 1; Density = 1; SurfaceArea = 12.566370614359172
Tetrahedron: a = 27; Density = 10; SurfaceArea = 1262.6650387177115
Sphere: r = 23; Density = 10; SurfaceArea = 6647.610054996002
Tetrahedron: a = 17; Density = 20; SurfaceArea = 500.5626833874055
Tetrahedron: a = 16; Density = 30; SurfaceArea = 443.40500673763256
Sphere: r = 21; Density = 18; SurfaceArea = 5541.769440932395
Tetrahedron: a = 8; Density = 29; SurfaceArea = 110.85125168440814
Tetrahedron: a = 18; Density = 14; SurfaceArea = 561.1844616523163
Tetrahedron: a = 16; Density = 7; SurfaceArea = 443.40500673763256
Tetrahedron: a = 30; Density = 21; SurfaceArea = 1558.8457268119894
Parallelepiped: a = 16, b = 3, c = 23; Density = 10; SurfaceArea = 970.0
Sphere: r = 29; Density = 17; SurfaceArea = 10568.317686676064
Tetrahedron: a = 18; Density = 28; SurfaceArea = 561.1844616523163
Tetrahedron: a = 5; Density = 13; SurfaceArea = 43.30127018922193
Tetrahedron: a = 29; Density = 24; SurfaceArea = 1456.6547291654258
Sphere: r = 7; Density = 17; SurfaceArea = 615.7521601035994
Tetrahedron: a = 22; Density = 27; SurfaceArea = 838.3125908633366
Parallelepiped: a = 16, b = 2, c = 11; Density = 25; SurfaceArea = 460.0
Tetrahedron: a = 28; Density = 10; SurfaceArea = 1357.9278331339997
Tetrahedron: a = 15; Density = 19; SurfaceArea = 389.71143170299734
Sphere: r = 16; Density = 25; SurfaceArea = 3216.990877275948
Tetrahedron: a = 25; Density = 21; SurfaceArea = 1082.5317547305483
Parallelepiped: a = 20, b = 26, c = 24; Density = 21; SurfaceArea = 3248.0
Parallelepiped: a = 9, b = 5, c = 21; Density = 24; SurfaceArea = 678.0
Tetrahedron: a = 22; Density = 11; SurfaceArea = 838.3125908633366
Parallelepiped: a = 26, b = 13, c = 25; Density = 6; SurfaceArea = 2626.0
Tetrahedron: a = 1; Density = 4; SurfaceArea = 1.7320508075688772
Tetrahedron: a = 20; Density = 13; SurfaceArea = 692.8203230275509
Parallelepiped: a = 22, b = 7, c = 16; Density = 7; SurfaceArea = 1236.0
Tetrahedron: a = 9; Density = 30; SurfaceArea = 140.29611541307906
Parallelepiped: a = 13, b = 16, c = 15; Density = 28; SurfaceArea = 1286.0
Tetrahedron: a = 12; Density = 7; SurfaceArea = 249.4153162899183
Sphere: r = 11; Density = 25; SurfaceArea = 1520.53084433746
Sphere: r = 23; Density = 19; SurfaceArea = 6647.610054996002
Tetrahedron: a = 3; Density = 11; SurfaceArea = 15.588457268119894
Tetrahedron: a = 24; Density = 10; SurfaceArea = 997.6612651596732
Sphere: r = 8; Density = 20; SurfaceArea = 804.247719318987
Tetrahedron: a = 21; Density = 13; SurfaceArea = 763.8344061378748
Sphere: r = 24; Density = 24; SurfaceArea = 7238.229473870883
Parallelepiped: a = 13, b = 22, c = 19; Density = 1; SurfaceArea = 1902.0
Tetrahedron: a = 18; Density = 24; SurfaceArea = 561.1844616523163
Sphere: r = 6; Density = 10; SurfaceArea = 452.3893421169302
Tetrahedron: a = 4; Density = 4; SurfaceArea = 27.712812921102035
Sphere: r = 20; Density = 22; SurfaceArea = 5026.548245743669
Tetrahedron: a = 21; Density = 9; SurfaceArea = 763.8344061378748
Parallelepiped: a = 30, b = 26, c = 19; Density = 25; SurfaceArea = 3688.0
Tetrahedron: a = 17; Density = 26; SurfaceArea = 500.5626833874055
Sphere: r = 22; Density = 10; SurfaceArea = 6082.12337734984
Sphere: r = 16; Density = 9; SurfaceArea = 3216.990877275948
Sphere: r = 22; Density = 30; SurfaceArea = 6082.12337734984
Sphere: r = 21; Density = 14; SurfaceArea = 5541.769440932395
Sphere: r = 20; Density = 5; SurfaceArea = 5026.548245743669
Parallelepiped: a = 11, b = 15, c = 4; Density = 13; SurfaceArea = 538.0
Sphere: r = 25; Density = 30; SurfaceArea = 7853.981633974483
Parallelepiped: a = 16, b = 9, c = 23; Density = 23; SurfaceArea = 1438.0
Parallelepiped: a = 10, b = 12, c = 25; Density = 2; SurfaceArea = 1340.0
Parallelepiped: a = 27, b = 2, c = 25; Density = 2; SurfaceArea = 1558.0
Tetrahedron: a = 2; Density = 2; SurfaceArea = 6.928203230275509
Tetrahedron: a = 6; Density = 2; SurfaceArea = 62.35382907247958
Sphere: r = 6; Density = 2; SurfaceArea = 452.3893421169302
Parallelepiped: a = 30, b = 17, c = 5; Density = 7; SurfaceArea = 1490.0
Parallelepiped: a = 5, b = 28, c = 7; Density = 22; SurfaceArea = 742.0
Parallelepiped: a = 5, b = 11, c = 4; Density = 2; SurfaceArea = 238.0
Sphere: r = 27; Density = 30; SurfaceArea = 9160.884177867836
Tetrahedron: a = 19; Density = 17; SurfaceArea = 625.2703415323647
Tetrahedron: a = 29; Density = 27; SurfaceArea = 1456.6547291654258
Sphere: r = 22; Density = 9; SurfaceArea = 6082.12337734984
Parallelepiped: a = 22, b = 21, c = 7; Density = 18; SurfaceArea = 1526.0
Tetrahedron: a = 8; Density = 11; SurfaceArea = 110.85125168440814
Parallelepiped: a = 4, b = 7, c = 22; Density = 26; SurfaceArea = 540.0
Parallelepiped: a = 14, b = 9, c = 27; Density = 15; SurfaceArea = 1494.0
Tetrahedron: a = 11; Density = 12; SurfaceArea = 209.57814771583415
Parallelepiped: a = 20, b = 28, c = 14; Density = 15; SurfaceArea = 2464.0
Tetrahedron: a = 30; Density = 25; SurfaceArea = 1558.8457268119894
Tetrahedron: a = 13; Density = 14; SurfaceArea = 292.71658647914023
Parallelepiped: a = 24, b = 23, c = 29; Density = 25; SurfaceArea = 3830.0
Parallelepiped: a = 19, b = 10, c = 11; Density = 16; SurfaceArea = 1018.0
Tetrahedron: a = 19; Density = 25; SurfaceArea = 625.2703415323647
Parallelepiped: a = 18, b = 27, c = 23; Density = 4; SurfaceArea = 3042.0
Sphere: r = 29; Density = 4; SurfaceArea = 10568.317686676064
Tetrahedron: a = 13; Density = 4; SurfaceArea = 292.71658647914023
Tetrahedron: a = 3; Density = 22; SurfaceArea = 15.588457268119894
Parallelepiped: a = 15, b = 18, c = 18; Density = 14; SurfaceArea = 1728.0
Parallelepiped: a = 30, b = 2, c = 28; Density = 20; SurfaceArea = 1912.0
Tetrahedron: a = 24; Density = 9; SurfaceArea = 997.6612651596732
Sphere: r = 7; Density = 8; SurfaceArea = 615.7521601035994
Parallelepiped: a = 14, b = 25, c = 16; Density = 18; SurfaceArea = 1948.0
Tetrahedron: a = 6; Density = 8; SurfaceArea = 62.35382907247958
Parallelepiped: a = 26, b = 17, c = 9; Density = 16; SurfaceArea = 1658.0
Parallelepiped: a = 20, b = 26, c = 11; Density = 23; SurfaceArea = 2052.0
Parallelepiped: a = 17, b = 13, c = 29; Density = 6; SurfaceArea = 2182.0
Tetrahedron: a = 24; Density = 27; SurfaceArea = 997.6612651596732
Tetrahedron: a = 23; Density = 9; SurfaceArea = 916.2548772039361
Tetrahedron: a = 8; Density = 3; SurfaceArea = 110.85125168440814
Tetrahedron: a = 17; Density = 24; SurfaceArea = 500.5626833874055
Tetrahedron: a = 10; Density = 16; SurfaceArea = 173.20508075688772
Sphere: r = 16; Density = 16; SurfaceArea = 3216.990877275948
Sphere: r = 9; Density = 2; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 21; Density = 13; SurfaceArea = 763.8344061378748
Tetrahedron: a = 27; Density = 22; SurfaceArea = 1262.6650387177115
Tetrahedron: a = 22; Density = 2; SurfaceArea = 838.3125908633366
Parallelepiped: a = 3, b = 27, c = 17; Density = 15; SurfaceArea = 1182.0
Tetrahedron: a = 9; Density = 7; SurfaceArea = 140.29611541307906
Parallelepiped: a = 21, b = 23, c = 22; Density = 22; SurfaceArea = 2902.0
Sphere: r = 29; Density = 9; SurfaceArea = 10568.317686676064
Sphere: r = 13; Density = 20; SurfaceArea = 2123.7166338267
Parallelepiped: a = 28, b = 21, c = 3; Density = 26; SurfaceArea = 1470.0
Parallelepiped: a = 2, b = 19, c = 11; Density = 2; SurfaceArea = 538.0
Parallelepiped: a = 10, b = 1, c = 26; Density = 30; SurfaceArea = 592.0
Sphere: r = 22; Density = 17; SurfaceArea = 6082.12337734984
Sphere: r = 27; Density = 13; SurfaceArea = 9160.884177867836
Sphere: r = 6; Density = 21; SurfaceArea = 452.3893421169302
Sphere: r = 19; Density = 17; SurfaceArea = 4536.459791783661
Parallelepiped: a = 24, b = 9, c = 20; Density = 11; SurfaceArea = 1752.0
Sphere: r = 9; Density = 21; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 28; Density = 11; SurfaceArea = 1357.9278331339997
Sphere: r = 28; Density = 4; SurfaceArea = 9852.03456165759
Tetrahedron: a = 18; Density = 18; SurfaceArea = 561.1844616523163
Sphere: r = 19; Density = 17; SurfaceArea = 4536.459791783661
Sphere: r = 11; Density = 13; SurfaceArea = 1520.53084433746
Parallelepiped: a = 17, b = 30, c = 25; Density = 1; SurfaceArea = 3370.0
Parallelepiped: a = 12, b = 14, c = 16; Density = 23; SurfaceArea = 1168.0
Tetrahedron: a = 13; Density = 29; SurfaceArea = 292.71658647914023
Tetrahedron: a = 26; Density = 9; SurfaceArea = 1170.866345916561
Tetrahedron: a = 23; Density = 2; SurfaceArea = 916.2548772039361
Parallelepiped: a = 23, b = 5, c = 16; Density = 1; SurfaceArea = 1126.0
Sphere: r = 14; Density = 18; SurfaceArea = 2463.0086404143976
Sphere: r = 8; Density = 2; SurfaceArea = 804.247719318987
Parallelepiped: a = 28, b = 19, c = 9; Density = 27; SurfaceArea = 1910.0
