Container stores 5000 shapes:
Parallelepiped: a = 4, b = 2, c = 22; Density = 10; SurfaceArea = 280.0
Parallelepiped: a = 1, b = 13, c = 3; Density = 3; SurfaceArea = 110.0
Parallelepiped: a = 12, b = 24, c = 14; Density = 23; SurfaceArea = 1584.0
Tetrahedron: a = 22; Density = 23; SurfaceArea = 838.3125908633366
Parallelepiped: a = 16, b = 20, c = 3; Density = 5; SurfaceArea = 856.0
Sphere: r = 14; Density = 18; SurfaceArea = 2463.0086404143976
Sphere: r = 29; Density = 10; SurfaceArea = 10568.317686676064
Sphere: r = 22; Density = 17; SurfaceArea = 6082.12337734984
Tetrahedron: a = 17; Density = 3; SurfaceArea = 500.5626833874055
Parallelepiped: a = 6, b = 7, c = 3; Density = 9; SurfaceArea = 162.0
Tetrahedron: a = 29; Density = 7; SurfaceArea = 1456.6547291654258
Parallelepiped: a = 19, b = 23, c = 29; Density = 14; SurfaceArea = 3310.0
Sphere: r = 10; Density = 5; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 20, b = 12, c = 20; Density = 16; SurfaceArea = 1760.0
Parallelepiped: a = 14, b = 15, c = 9; Density = 8; SurfaceArea = 942.0
Parallelepiped: a = 25, b = 5, c = 24; Density = 26; SurfaceArea = 1690.0
Parallelepiped: a = 25, b = 25, c = 17; Density = 17; SurfaceArea = 2950.0
Parallelepiped: a = 30, b = 27, c = 12; Density = 7; SurfaceArea = 2988.0
Parallelepiped: a = 21, b = 1, c = 22; Density = 20; SurfaceArea = 1010.0
Tetrahedron: a = 15; Density = 23; SurfaceArea = 389.71143170299734
Tetrahedron: a = 7; Density = 12; SurfaceArea = 84.87048957087498
Parallelepiped: a = 4, b = 27, c = 29; Density = 1; SurfaceArea = 2014.0
Tetrahedron: a = 12; Density = 9; SurfaceArea = 249.4153162899183
Tetrahedron: a = 17; Density = 11; SurfaceArea = 500.5626833874055
Sphere: r = 22; Density = 12; SurfaceArea = 6082.12337734984
Parallelepiped: a = 20, b = 19, c = 17; Density = 13; SurfaceArea = 2086.0
Parallelepiped: a = 28, b = 4, c = 22; Density = 29; SurfaceArea = 1632.0
Sphere: r = 27; Density = 1; SurfaceArea = 9160.884177867836
Sphere: r = 2; Density = 9; SurfaceArea = 50.26548245743669
Parallelepiped: a = 7, b = 22, c = 8; Density = 17; SurfaceArea = 772.0
Tetrahedron: a = 25; Density = 24; SurfaceArea = 1082.5317547305483
Sphere: r = 11; Density = 30; SurfaceArea = 1520.53084433746
Tetrahedron: a = 15; Density = 22; SurfaceArea = 389.71143170299734
Sphere: r = 11; Density = 9; SurfaceArea = 1520.53084433746
Tetrahedron: a = 3; Density = 17; SurfaceArea = 15.588457268119894
Tetrahedron: a = 8; Density = 9; SurfaceArea = 110.85125168440814
Parallelepiped: a = 18, b = 7, c = 23; Density = 20; SurfaceArea = 1402.0
Parallelepiped: a = 21, b = 21, c = 4; Density = 9; SurfaceArea = 1218.0
Sphere: r = 26; Density = 29; SurfaceArea = 8494.8665353068
Sphere: r = 23; Density = 12; SurfaceArea = 6647.610054996002
Parallelepiped: a = 7, b = 24, c = 25; Density = 7; SurfaceArea = 1886.0
Tetrahedron: a = 23; Density = 27; SurfaceArea = 916.2548772039361
Tetrahedron: a = 12; Density = 8; SurfaceArea = 249.4153162899183
Tetrahedron: a = 24; Density = 27; SurfaceArea = 997.6612651596732
Sphere: r = 20; Density = 4; SurfaceArea = 5026.548245743669
Tetrahedron: a = 28; Density = 3; SurfaceArea = 1357.9278331339997
Tetrahedron: a = 13; Density = 15; SurfaceArea = 292.71658647914023
Parallelepiped: a = 17, b = 21, c = 1; Density = 2; SurfaceArea = 790.0
Tetrahedron: a = 9; Density = 29; SurfaceArea = 140.29611541307906
Parallelepiped: a = 18, b = 6, c = 30; Density = 6; SurfaceArea = 1656.0
Sphere: r = 21; Density = 20; SurfaceArea = 5541.769440932395
Tetrahedron: a = 29; Density = 18; SurfaceArea = 1456.6547291654258
Parallelepiped: a = 27, b = 21, c = 17; Density = 2; SurfaceArea = 2766.0
Parallelepiped: a = 5, b = 19, c = 12; Density = 18; SurfaceArea = 766.0
Tetrahedron: a = 29; Density = 14; SurfaceArea = 1456.6547291654258
Tetrahedron: a = 1; Density = 30; SurfaceArea = 1.7320508075688772
Sphere: r = 25; Density = 14; SurfaceArea = 7853.981633974483
Parallelepiped: a = 4, b = 10, c = 29; Density = 18; SurfaceArea = 892.0
Parallelepiped: a = 5, b = 29, c = 1; Density = 6; SurfaceArea = 358.0
Parallelepiped: a = 4, b = 22, c = 10; Density = 27; SurfaceArea = 696.0
Sphere: r = 28; Density = 26; SurfaceArea = 9852.03456165759
Tetrahedron: a = 4; Density = 24; SurfaceArea = 27.712812921102035
Sphere: r = 13; Density = 14; SurfaceArea = 2123.7166338267
Tetrahedron: a = 10; Density = 6; SurfaceArea = 173.20508075688772
Tetrahedron: a = 8; Density = 14; SurfaceArea = 110.85125168440814
Sphere: r = 29; Density = 20; SurfaceArea = 10568.317686676064
Parallelepiped: a = 19, b = 21, c = 16; Density = 18; SurfaceArea = 2078.0
Tetrahedron: a = 23; Density = 1; SurfaceArea = 916.2548772039361
Sphere: r = 23; Density = 4; SurfaceArea = 6647.610054996002
Parallelepiped: a = 11, b = 30, c = 9; Density = 16; SurfaceArea = 1398.0
Sphere: r = 17; Density = 29; SurfaceArea = 3631.681107549801
Sphere: r = 30; Density = 15; SurfaceArea = 11309.733552923255
Sphere: r = 9; Density = 20; SurfaceArea = 1017.8760197630929
Sphere: r = 7; Density = 12; SurfaceArea = 615.7521601035994
Sphere: r = 6; Density = 13; SurfaceArea = 452.3893421169302
Sphere: r = 19; Density = 7; SurfaceArea = 4536.459791783661
Sphere: r = 19; Density = 13; SurfaceArea = 4536.459791783661
Tetrahedron: a = 13; Density = 21; SurfaceArea = 292.71658647914023
Tetrahedron: a = 7; Density = 11; SurfaceArea = 84.87048957087498
Tetrahedron: a = 11; Density = 25; SurfaceArea = 209.57814771583415
Tetrahedron: a = 8; Density = 30; SurfaceArea = 110.85125168440814
Sphere: r = 7; Density = 2; SurfaceArea = 615.7521601035994
Parallelepiped: a = 28, b = 19, c = 2; Density = 30; SurfaceArea = 1252.0
Sphere: r = 4; Density = 25; SurfaceArea = 201.06192982974676
Sphere: r = 23; Density = 20; SurfaceArea = 6647.610054996002
Tetrahedron: a = 24; Density = 7; SurfaceArea = 997.6612651596732
Sphere: r = 6; Density = 1; SurfaceArea = 452.3893421169302
Parallelepiped: a = 25, b = 3, c = 9; Density = 14; SurfaceArea = 654.0
Tetrahedron: a = 29; Density = 25; SurfaceArea = 1456.6547291654258
Parallelepiped: a = 5, b = 19, c = 24; Density = 6; SurfaceArea = 1342.0
Parallelepiped: a = 24, b = 10, c = 10; Density = 2; SurfaceArea = 1160.0
Tetrahedron: a = 9; Density = 14; SurfaceArea = 140.29611541307906
Sphere: r = 26; Density = 2; SurfaceArea = 8494.8665353068
Sphere: r = 1; Density = 29; SurfaceArea = 12.566370614359172
Sphere: r = 15; Density = 9; SurfaceArea = 2827.4333882308138
Sphere: r = 7; Density = 10; SurfaceArea = 615.7521601035994
Parallelepiped: a = 2, b = 24, c = 28; Density = 20; SurfaceArea = 1552.0
Sphere: r = 10; Density = 22; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 17, b = 26, c = 11; Density = 28; SurfaceArea = 1830.0
Parallelepiped: a = 12, b = 22, c = 15; Density = 9; SurfaceArea = 1548.0
Sphere: r = 2; Density = 2; SurfaceArea = 50.26548245743669
Parallelepiped: a = 7, b = 13, c = 21; Density = 8; SurfaceArea = 1022.0
Sphere: r = 3; Density = 30; SurfaceArea = 113.09733552923255
Sphere: r = 9; Density = 21; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 26; Density = 5; SurfaceArea = 1170.866345916561
Sphere: r = 11; Density = 2; SurfaceArea = 1520.53084433746
Sphere: r = 23; Density = 29; SurfaceArea = 6647.610054996002
Sphere: r = 3; Density = 10; SurfaceArea = 113.09733552923255
Parallelepiped: a = 12, b = 27, c = 24; Density = 11; SurfaceArea = 2520.0
Sphere: r = 13; Density = 15; SurfaceArea = 2123.7166338267
Sphere: r = 14; Density = 22; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 2, b = 2, c = 2; Density = 20; SurfaceArea = 24.0
Sphere: r = 30; Density = 18; SurfaceArea = 11309.733552923255
Tetrahedron: a = 9; Density = 1; SurfaceArea = 140.29611541307906
Sphere: r = 2; Density = 7; SurfaceArea = 50.26548245743669
Parallelepiped: a = 30, b = 25, c = 9; Density = 24; SurfaceArea = 2490.0
Sphere: r = 27; Density = 22; SurfaceArea = 9160.884177867836
Tetrahedron: a = 11; Density = 29; SurfaceArea = 209.57814771583415
Parallelepiped: a = 4, b = 4, c = 7; Density = 28; SurfaceArea = 144.0
Sphere: r = 19; Density = 2; SurfaceArea = 4536.459791783661
Tetrahedron: a = 21; Density = 6; SurfaceArea = 763.8344061378748
Parallelepiped: a = 21, b = 22, c = 26; Density = 10; SurfaceArea = 3160.0
Sphere: r = 14; Density = 9; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 25, b = 18, c = 5; Density = 13; SurfaceArea = 1330.0
Sphere: r = 19; Density = 19; SurfaceArea = 4536.459791783661
Parallelepiped: a = 22, b = 26, c = 25; Density = 7; SurfaceArea = 3544.0
Tetrahedron: a = 17; Density = 5; SurfaceArea = 500.5626833874055
Tetrahedron: a = 7; Density = 11; SurfaceArea = 84.87048957087498
Tetrahedron: a = 4; Density = 8; SurfaceArea = 27.712812921102035
Parallelepiped: a = 15, b = 21, c = 17; Density = 10; SurfaceArea = 1854.0
Tetrahedron: a = 1; Density = 7; SurfaceArea = 1.7320508075688772
Tetrahedron: a = 9; Density = 29; SurfaceArea = 140.29611541307906
Tetrahedron: a = 10; Density = 8; SurfaceArea = 173.20508075688772
Tetrahedron: a = 14; Density = 26; SurfaceArea = 339.4819582834999
Tetrahedron: a = 25; Density = 26; SurfaceArea = 1082.5317547305483
Parallelepiped: a = 27, b = 15, c = 11; Density = 21; SurfaceArea = 1734.0
Tetrahedron: a = 20; Density = 15; SurfaceArea = 692.8203230275509
Parallelepiped: a = 9, b = 19, c = 10; Density = 17; SurfaceArea = 902.0
Tetrahedron: a = 23; Density = 19; SurfaceArea = 916.2548772039361
Parallelepiped: a = 18, b = 23, c = 5; Density = 1; SurfaceArea = 1238.0
Parallelepiped: a = 1, b = 19, c = 21; Density = 20; SurfaceArea = 878.0
Parallelepiped: a = 5, b = 4, c = 6; Density = 22; SurfaceArea = 148.0
Parallelepiped: a = 22, b = 19, c = 22; Density = 9; SurfaceArea = 2640.0
Tetrahedron: a = 28; Density = 10; SurfaceArea = 1357.9278331339997
Parallelepiped: a = 29, b = 10, c = 10; Density = 14; SurfaceArea = 1360.0
Tetrahedron: a = 14; Density = 15; SurfaceArea = 339.4819582834999
Sphere: r = 14; Density = 2; SurfaceArea = 2463.0086404143976
Sphere: r = 9; Density = 12; SurfaceArea = 1017.8760197630929
Sphere: r = 24; Density = 4; SurfaceArea = 7238.229473870883
Parallelepiped: a = 14, b = 21, c = 6; Density = 5; SurfaceArea = 1008.0
Sphere: r = 8; Density = 4; SurfaceArea = 804.247719318987
Sphere: r = 8; Density = 2; SurfaceArea = 804.247719318987
Parallelepiped: a = 22, b = 5, c = 10; Density = 19; SurfaceArea = 760.0
Parallelepiped: a = 13, b = 4, c = 3; Density = 7; SurfaceArea = 206.0
Sphere: r = 21; Density = 20; SurfaceArea = 5541.769440932395
Parallelepiped: a = 6, b = 21, c = 15; Density = 16; SurfaceArea = 1062.0
Sphere: r = 17; Density = 2; SurfaceArea = 3631.681107549801
Sphere: r = 17; Density = 6; SurfaceArea = 3631.681107549801
Tetrahedron: a = 10; Density = 21; SurfaceArea = 173.20508075688772
Parallelepiped: a = 27, b = 1, c = 22; Density = 10; SurfaceArea = 1286.0
Sphere: r = 10; Density = 10; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 21, b = 28, c = 10; Density = 19; SurfaceArea = 2156.0
Parallelepiped: a = 10, b = 10, c = 13; Density = 13; SurfaceArea = 720.0
Parallelepiped: a = 10, b = 24, c = 5; Density = 16; SurfaceArea = 820.0
Sphere: r = 3; Density = 8; SurfaceArea = 113.09733552923255
Sphere: r = 17; Density = 19; SurfaceArea = 3631.681107549801
Sphere: r = 22; Density = 8; SurfaceArea = 6082.12337734984
Parallelepiped: a = 3, b = 3, c = 22; Density = 15; SurfaceArea = 282.0
Sphere: r = 21; Density = 16; SurfaceArea = 5541.769440932395
Sphere: r = 18; Density = 9; SurfaceArea = 4071.5040790523717
Tetrahedron: a = 29; Density = 10; SurfaceArea = 1456.6547291654258
Sphere: r = 30; Density = 20; SurfaceArea = 11309.733552923255
Parallelepiped: a = 29, b = 16, c = 26; Density = 3; SurfaceArea = 3268.0
Sphere: r = 14; Density = 8; SurfaceArea = 2463.0086404143976
Tetrahedron: a = 7; Density = 3; SurfaceArea = 84.87048957087498
Tetrahedron: a = 10; Density = 19; SurfaceArea = 173.20508075688772
Tetrahedron: a = 12; Density = 16; SurfaceArea = 249.4153162899183
Tetrahedron: a = 30; Density = 21; SurfaceArea = 1558.8457268119894
Sphere: r = 21; Density = 19; SurfaceArea = 5541.769440932395
Parallelepiped: a = 6, b = 9, c = 11; Density = 5; SurfaceArea = 438.0
Sphere: r = 24; Density = 16; SurfaceArea = 7238.229473870883
Parallelepiped: a = 12, b = 12, c = 6; Density = 1; SurfaceArea = 576.0
Tetrahedron: a = 26; Density = 14; SurfaceArea = 1170.866345916561
Sphere: r = 7; Density = 12; SurfaceArea = 615.7521601035994
Parallelepiped: a = 6, b = 23, c = 11; Density = 19; SurfaceArea = 914.0
Sphere: r = 4; Density = 23; SurfaceArea = 201.06192982974676
Tetrahedron: a = 13; Density = 14; SurfaceArea = 292.71658647914023
Sphere: r = 21; Density = 9; SurfaceArea = 5541.769440932395
Tetrahedron: a = 24; Density = 13; SurfaceArea = 997.6612651596732
Tetrahedron: a = 19; Density = 13; SurfaceArea = 625.2703415323647
Parallelepiped: a = 10, b = 10, c = 19; Density = 3; SurfaceArea = 960.0
Tetrahedron: a = 6; Density = 7; SurfaceArea = 62.35382907247958
Parallelepiped: a = 22, b = 4, c = 18; Density = 16; SurfaceArea = 1112.0
Parallelepiped: a = 10, b = 20, c = 27; Density = 30; SurfaceArea = 2020.0
Parallelepiped: a = 29, b = 29, c = 9; Density = 8; SurfaceArea = 2726.0
Parallelepiped: a = 22, b = 5, c = 6; Density = 27; SurfaceArea = 544.0
Parallelepiped: a = 15, b = 11, c = 10; Density = 15; SurfaceArea = 850.0
Parallelepiped: a = 9, b = 6, c = 26; Density = 25; SurfaceArea = 888.0
Tetrahedron: a = 8; Density = 18; SurfaceArea = 110.85125168440814
Tetrahedron: a = 8; Density = 18; SurfaceArea = 110.85125168440814
Parallelepiped: a = 28, b = 20, c = 22; Density = 21; SurfaceArea = 3232.0
Sphere: r = 12; Density = 18; SurfaceArea = 1809.5573684677208
Sphere: r = 13; Density = 5; SurfaceArea = 2123.7166338267
Tetrahedron: a = 10; Density = 6; SurfaceArea = 173.20508075688772
Tetrahedron: a = 18; Density = 23; SurfaceArea = 561.1844616523163
Parallelepiped: a = 4, b = 7, c = 23; Density = 8; SurfaceArea = 562.0
Parallelepiped: a = 2, b = 2, c = 22; Density = 28; SurfaceArea = 184.0
Sphere: r = 23; Density = 10; SurfaceArea = 6647.610054996002
Parallelepiped: a = 18, b = 2, c = 8; Density = 10; SurfaceArea = 392.0
Parallelepiped: a = 6, b = 7, c = 28; Density = 14; SurfaceArea = 812.0
Parallelepiped: a = 22, b = 20, c = 7; Density = 26; SurfaceArea = 1468.0
Sphere: r = 29; Density = 17; SurfaceArea = 10568.317686676064
Parallelepiped: a = 15, b = 3, c = 15; Density = 28; SurfaceArea = 630.0
Sphere: r = 7; Density = 14; SurfaceArea = 615.7521601035994
Tetrahedron: a = 20; Density = 18; SurfaceArea = 692.8203230275509
Sphere: r = 8; Density = 27; SurfaceArea = 804.247719318987
Parallelepiped: a = 13, b = 24, c = 1; Density = 1; SurfaceArea = 698.0
Parallelepiped: a = 20, b = 8, c = 23; Density = 18; SurfaceArea = 1608.0
Tetrahedron: a = 1; Density = 17; SurfaceArea = 1.7320508075688772
Parallelepiped: a = 28, b = 27, c = 23; Density = 7; SurfaceArea = 4042.0
Sphere: r = 24; Density = 30; SurfaceArea = 7238.229473870883
Sphere: r = 19; Density = 3; SurfaceArea = 4536.459791783661
Sphere: r = 2; Density = 9; SurfaceArea = 50.26548245743669
Parallelepiped: a = 15, b = 5, c = 9; Density = 21; SurfaceArea = 510.0
Tetrahedron: a = 23; Density = 11; SurfaceArea = 916.2548772039361
Sphere: r = 30; Density = 24; SurfaceArea = 11309.733552923255
Tetrahedron: a = 28; Density = 9; SurfaceArea = 1357.9278331339997
Sphere: r = 2; Density = 9; SurfaceArea = 50.26548245743669
Tetrahedron: a = 20; Density = 3; SurfaceArea = 692.8203230275509
Tetrahedron: a = 3; Density = 8; SurfaceArea = 15.588457268119894
Sphere: r = 19; Density = 12; SurfaceArea = 4536.459791783661
Tetrahedron: a = 20; Density = 23; SurfaceArea = 692.8203230275509
Tetrahedron: a = 22; Density = 12; SurfaceArea = 838.3125908633366
Parallelepiped: a = 26, b = 7, c = 6; Density = 28; SurfaceArea = 760.0
Sphere: r = 10; Density = 23; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 7; Density = 24; SurfaceArea = 84.87048957087498
Tetrahedron: a = 13; Density = 10; SurfaceArea = 292.71658647914023
Parallelepiped: a = 11, b = 29, c = 25; Density = 14; SurfaceArea = 2638.0
Sphere: r = 25; Density = 28; SurfaceArea = 7853.981633974483
Parallelepiped: a = 18, b = 19, c = 9; Density = 5; SurfaceArea = 1350.0
Parallelepiped: a = 4, b = 23, c = 27; Density = 25; SurfaceArea = 1642.0
Parallelepiped: a = 3, b = 25, c = 13; Density = 20; SurfaceArea = 878.0
Tetrahedron: a = 10; Density = 13; SurfaceArea = 173.20508075688772
Parallelepiped: a = 26, b = 19, c = 17; Density = 11; SurfaceArea = 2518.0
Sphere: r = 17; Density = 30; SurfaceArea = 3631.681107549801
Parallelepiped: a = 10, b = 9, c = 28; Density = 21; SurfaceArea = 1244.0
Sphere: r = 7; Density = 11; SurfaceArea = 615.7521601035994
Sphere: r = 27; Density = 23; SurfaceArea = 9160.884177867836
Sphere: r = 29; Density = 19; SurfaceArea = 10568.317686676064
Parallelepiped: a = 18, b = 2, c = 26; Density = 19; SurfaceArea = 1112.0
Parallelepiped: a = 18, b = 3, c = 17; Density = 6; SurfaceArea = 822.0
Sphere: r = 29; Density = 22; SurfaceArea = 10568.317686676064
Sphere: r = 11; Density = 1; SurfaceArea = 1520.53084433746
Sphere: r = 29; Density = 12; SurfaceArea = 10568.317686676064
Parallelepiped: a = 16, b = 21, c = 2; Density = 23; SurfaceArea = 820.0
Tetrahedron: a = 13; Density = 19; SurfaceArea = 292.71658647914023
Sphere: r = 30; Density = 3; SurfaceArea = 11309.733552923255
Sphere: r = 5; Density = 22; SurfaceArea = 314.1592653589793
Sphere: r = 1; Density = 15; SurfaceArea = 12.566370614359172
Sphere: r = 18; Density = 30; SurfaceArea = 4071.5040790523717
Tetrahedron: a = 17; Density = 14; SurfaceArea = 500.5626833874055
Sphere: r = 23; Density = 7; SurfaceArea = 6647.610054996002
Tetrahedron: a = 15; Density = 19; SurfaceArea = 389.71143170299734
Sphere: r = 21; Density = 1; SurfaceArea = 5541.769440932395
Sphere: r = 3; Density = 9; SurfaceArea = 113.09733552923255
Sphere: r = 25; Density = 9; SurfaceArea = 7853.981633974483
Sphere: r = 28; Density = 29; SurfaceArea = 9852.03456165759
Parallelepiped: a = 11, b = 18, c = 26; Density = 11; SurfaceArea = 1904.0
Tetrahedron: a = 1; Density = 24; SurfaceArea = 1.7320508075688772
Tetrahedron: a = 5; Density = 15; SurfaceArea = 43.30127018922193
Parallelepiped: a = 10, b = 2, c = 7; Density = 1; SurfaceArea = 208.0
Parallelepiped: a = 14, b = 8, c = 2; Density = 5; SurfaceArea = 312.0
Tetrahedron: a = 9; Density = 6; SurfaceArea = 140.29611541307906
Tetrahedron: a = 4; Density = 15; SurfaceArea = 27.712812921102035
Sphere: r = 4; Density = 20; SurfaceArea = 201.06192982974676
Parallelepiped: a = 18, b = 20, c = 6; Density = 5; SurfaceArea = 1176.0
Tetrahedron: a = 6; Density = 6; SurfaceArea = 62.35382907247958
Sphere: r = 30; Density = 16; SurfaceArea = 11309.733552923255
Tetrahedron: a = 24; Density = 29; SurfaceArea = 997.6612651596732
Sphere: r = 10; Density = 25; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 19; Density = 1; SurfaceArea = 625.2703415323647
Tetrahedron: a = 8; Density = 15; SurfaceArea = 110.85125168440814
Sphere: r = 9; Density = 20; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 4, b = 17, c = 1; Density = 1; SurfaceArea = 178.0
Parallelepiped: a = 22, b = 5, c = 29; Density = 11; SurfaceArea = 1786.0
Sphere: r = 30; Density = 28; SurfaceArea = 11309.733552923255
Sphere: r = 21; Density = 26; SurfaceArea = 5541.769440932395
Tetrahedron: a = 19; Density = 30; SurfaceArea = 625.2703415323647
Tetrahedron: a = 8; Density = 25; SurfaceArea = 110.85125168440814
Sphere: r = 19; Density = 6; SurfaceArea = 4536.459791783661
Sphere: r = 18; Density = 8; SurfaceArea = 4071.5040790523717
Sphere: r = 27; Density = 29; SurfaceArea = 9160.884177867836
Parallelepiped: a = 14, b = 8, c = 19; Density = 19; SurfaceArea = 1060.0
Sphere: r = 30; Density = 23; SurfaceArea = 11309.733552923255
Tetrahedron: a = 2; Density = 26; SurfaceArea = 6.928203230275509
Parallelepiped: a = 30, b = 9, c = 14; Density = 26; SurfaceArea = 1632.0
Sphere: r = 6; Density = 19; SurfaceArea = 452.3893421169302
Parallelepiped: a = 16, b = 22, c = 5; Density = 19; SurfaceArea = 1084.0
Sphere: r = 20; Density = 11; SurfaceArea = 5026.548245743669
